sort,logo,name,percentage,price,rating,release,ends,started
,https://steamdb.info/static/img/applogo.svg,"The Inheritance of Crimson Manor
all-time low: 2,99€ at -80%",-75%,"3,74€",83.05%,May 2022,,
,https://steamdb.info/static/img/applogo.svg,Gang Beasts,-60%,"7,59€",83.01%,Dec 2017,,
,https://steamdb.info/static/img/applogo.svg,"Chronology
all-time low: 0,49€ at -90%",-80%,"0,99€",82.86%,May 2014,,
,https://steamdb.info/static/img/applogo.svg,"Creepy Tale 2
all-time low: 2,99€ at -70%",-50%,"4,99€",82.85%,Jul 2021,,
,https://steamdb.info/static/img/applogo.svg,Prince of Persia®: The Sands of Time,-80%,"1,99€",82.84%,Dec 2003,,
,https://steamdb.info/static/img/applogo.svg,Plebby Quest: The Crusades,-80%,"3,35€",82.80%,Apr 2020,,
,https://steamdb.info/static/img/applogo.svg,Diggles: The Myth of Fenris,-60%,"3,27€",82.78%,Dec 2020,,
,https://steamdb.info/static/img/applogo.svg,Egypt: Old Kingdom,-75%,"3,69€",82.70%,May 2018,,
,https://steamdb.info/static/img/applogo.svg,"Furry Shades of Gay
all-time low: 1,99€ at -60%",-60%,"2,75€",82.64%,Dec 2020,,
,https://steamdb.info/static/img/applogo.svg,"Pixel Cup Soccer - Ultimate Edition
Week Long Deal
all-time low: 8,19€ at -0%",-50%,"8,29€",82.63%,Oct 2022,,
,https://steamdb.info/static/img/applogo.svg,We Were Here Together,-62%,"4,93€",82.61%,Oct 2019,,
,https://steamdb.info/static/img/applogo.svg,"Love Breakout
Week Long Deal
all-time low: 0,35€ at -56%",-51%,"0,49€",82.58%,Mar 2020,,
,https://steamdb.info/static/img/applogo.svg,Espresso Tycoon,-50%,"9,75€",82.46%,Jun 2023,,
,https://steamdb.info/static/img/applogo.svg,SUPERHOT: MIND CONTROL DELETE,-60%,"8,99€",82.44%,Jul 2020,,
,https://steamdb.info/static/img/applogo.svg,"Hand Simulator: Rendezvous
Week Long Deal
all-time low: 0,59€ at -70%",-50%,"0,99€",82.40%,Nov 2022,,
,https://steamdb.info/static/img/applogo.svg,"Razortron 2000
all-time low: 0,08€ at -98%",-51%,"0,49€",82.38%,Oct 2016,,
,https://steamdb.info/static/img/applogo.svg,"Slash It
2-year low: 1,09€",-90%,"1,69€",82.37%,Dec 2016,,
,https://steamdb.info/static/img/applogo.svg,"Guilty Gear X2 #Reload
all-time low: 0,89€ at -90%",-68%,"2,87€",82.27%,Jul 2004,,
,https://steamdb.info/static/img/applogo.svg,"Fishing Adventure
Week Long Deal
all-time low: 0,44€ at -90%",-86%,"0,69€",82.25%,Nov 2019,,
,https://steamdb.info/static/img/applogo.svg,"Buggos
Week Long Deal
all-time low: 3,12€ at -75%",-50%,"9,75€",82.22%,Mar 2022,,
,https://steamdb.info/static/img/applogo.svg,"Curse of the Dead Gods
all-time low: 5,99€ at -70%",-65%,"6,99€",82.20%,Feb 2021,,
,https://steamdb.info/static/img/applogo.svg,Salt 2: Shores of Gold,-50%,"8,39€",82.13%,Sep 2022,,
,https://steamdb.info/static/img/applogo.svg,"Strange Brigade
all-time low: 2,50€ at -95%",-90%,"4,99€",82.12%,Aug 2018,,
,https://steamdb.info/static/img/applogo.svg,"Ni no Kuni™ II: Revenant Kingdom
Week Long Deal
all-time low: 8,99€ at -85%",-84%,"9,59€",82.12%,Mar 2018,,
,https://steamdb.info/static/img/applogo.svg,"Barro 2020
all-time low: 0,19€ at -90%",-81%,"1,13€",82.11%,Nov 2019,—,
,https://steamdb.info/static/img/applogo.svg,Sniper Elite: Nazi Zombie Army 2,-85%,"2,21€",82.08%,Oct 2013,,
,https://steamdb.info/static/img/applogo.svg,"Soccer Online: Ball 3D
all-time low: 0,22€ at -72%",-51%,"0,98€",82.08%,Mar 2017,—,
,https://steamdb.info/static/img/applogo.svg,"Exit From
2-year low: 1,24€",-70%,"1,49€",82.05%,Apr 2021,,
,https://steamdb.info/static/img/applogo.svg,Filament,-79%,"3,46€",81.92%,Apr 2020,,
,https://steamdb.info/static/img/applogo.svg,"TO THE TOP
Week Long Deal
all-time low: 4,19€ at -75%",-50%,"8,39€",81.80%,May 2017,,
,https://steamdb.info/static/img/applogo.svg,La-Mulana 2,-50%,"10,49€",81.71%,Jul 2018,,
,https://steamdb.info/static/img/applogo.svg,"Knights and Merchants
Week Long Deal
2-year low: 2,09€",-50%,"4,87€",81.67%,Oct 2013,,
,https://steamdb.info/static/img/applogo.svg,DEAD OR SCHOOL,-60%,"8,39€",81.50%,Jun 2019,,
,https://steamdb.info/static/img/applogo.svg,"Owlboy
Week Long Deal
all-time low: 6,82€ at -65%",-60%,"7,80€",81.47%,Nov 2016,,
,https://steamdb.info/static/img/applogo.svg,"Heavy Rain
Week Long Deal",-75%,"4,99€",81.43%,Jun 2020,,
,https://steamdb.info/static/img/applogo.svg,"Sairento VR
Week Long Deal",-60%,"9,99€",81.34%,Feb 2018,,
,https://steamdb.info/static/img/applogo.svg,Brigandine The Legend of Runersia,-50%,"16,99€",81.28%,May 2022,,
,https://steamdb.info/static/img/applogo.svg,"Vaporum
Week Long Deal",-85%,"2,92€",81.25%,Sep 2017,,
,https://steamdb.info/static/img/applogo.svg,"Evergarden
all-time low: 0,81€ at -90%",-60%,"3,90€",81.24%,Aug 2018,,
,https://steamdb.info/static/img/applogo.svg,"DOKA 2 KISHKI EDITION
all-time low: 0,22€ at -72%",-51%,"0,49€",81.24%,Nov 2018,,
,https://steamdb.info/static/img/applogo.svg,Mighty Goose,-60%,"6,71€",81.20%,Jun 2021,,
,https://steamdb.info/static/img/applogo.svg,Tin Can,-55%,"8,09€",81.19%,May 2022,,
,https://steamdb.info/static/img/applogo.svg,"ARIDA: Backland's Awakening
all-time low: 0,85€ at -85%",-50%,"3,50€",81.17%,Aug 2019,,
,https://steamdb.info/static/img/applogo.svg,ATOM RPG: Post-apocalyptic indie game,-70%,"4,49€",81.12%,Dec 2018,,
,https://steamdb.info/static/img/applogo.svg,"Gal*Gun 2
all-time low: 2,99€ at -90%",-75%,"7,49€",81.10%,Jul 2018,,
,https://steamdb.info/static/img/applogo.svg,"Panzer Corps 2
Week Long Deal",-60%,"15,59€",81.09%,Mar 2020,,
,https://steamdb.info/static/img/applogo.svg,"Day of Infamy
Week Long Deal
current 2-year low",-66%,"4,24€",81.04%,Mar 2017,,
,https://steamdb.info/static/img/applogo.svg,"Breathedge
all-time low: 7,49€ at -70%",-54%,"22,98€",80.95%,Feb 2021,—,
,https://steamdb.info/static/img/applogo.svg,"Hard Truck Apocalypse / Ex Machina
all-time low: 0,71€ at -91%",-60%,"7,60€",80.94%,Dec 2005,—,
,https://steamdb.info/static/img/applogo.svg,Friends vs Friends,-50%,"4,99€",80.94%,May 2023,,
,https://steamdb.info/static/img/applogo.svg,Mail Time,-50%,"9,99€",80.93%,Apr 2023,,
,https://steamdb.info/static/img/applogo.svg,"Warhammer 40,000: Sanctus Reach
all-time low: 5,59€ at -80%",-80%,"5,79€",80.90%,Jan 2017,,
,https://steamdb.info/static/img/applogo.svg,"Hunt: Showdown
all-time low: 11,39€ at -77%",-65%,"13,99€",80.90%,Aug 2019,,
,https://steamdb.info/static/img/applogo.svg,"The Beast Inside
all-time low: 2,09€ at -90%",-90%,"2,45€",80.89%,Oct 2019,,
,https://steamdb.info/static/img/applogo.svg,"Karting
all-time low: 0,37€ at -81%",-50%,"0,99€",80.89%,Apr 2021,,
,https://steamdb.info/static/img/applogo.svg,"Aperture Tag: The Paint Gun Testing Initiative
Week Long Deal
all-time low: 0,79€ at -80%",-80%,"0,99€",80.87%,Jul 2014,,
,https://steamdb.info/static/img/applogo.svg,"UnderParty
all-time low: 2,20€ at -60%",-50%,"3,44€",80.83%,Apr 2020,,
,https://steamdb.info/static/img/applogo.svg,"Enigmatis: The Ghosts of Maple Creek
all-time low: 0,79€ at -90%",-70%,"4,43€",80.76%,Sep 2011,,
,https://steamdb.info/static/img/applogo.svg,Lost Technology,-50%,"1,99€",80.76%,Aug 2017,,
,https://steamdb.info/static/img/applogo.svg,"Morphopolis
Week Long Deal
2-year low: 0,65€",-80%,"0,79€",80.74%,Aug 2014,,
,https://steamdb.info/static/img/applogo.svg,"Euro Truck Simulator
current 2-year low",-80%,"0,99€",80.74%,Aug 2008,,
,https://steamdb.info/static/img/applogo.svg,Star Renegades,-80%,"4,99€",80.71%,Sep 2020,,
,https://steamdb.info/static/img/applogo.svg,"MOMO.EXE
Week Long Deal
all-time low: 0,39€ at -75%",-70%,"0,59€",80.71%,Aug 2018,,
,https://steamdb.info/static/img/applogo.svg,"SCARLET NEXUS
Week Long Deal
all-time low: 7,99€ at -84%",-82%,"11,69€",80.66%,Jun 2021,,
,https://steamdb.info/static/img/applogo.svg,Isonzo,-67%,"9,89€",80.53%,Sep 2022,,
,https://steamdb.info/static/img/applogo.svg,"Cube Runner
2-year low: 1,09€",-90%,"1,69€",80.52%,Dec 2016,,
,https://steamdb.info/static/img/applogo.svg,Metal Unit,-80%,"2,49€",80.50%,Jan 2021,,
,https://steamdb.info/static/img/applogo.svg,"Q.U.B.E. 2
all-time low: 2,49€ at -90%",-75%,"4,49€",80.50%,Mar 2018,,
,https://steamdb.info/static/img/applogo.svg,"Enemy Mind
2-year low: 1,63€",-50%,"4,74€",80.47%,Jun 2014,,
,https://steamdb.info/static/img/applogo.svg,"Barro Racing
all-time low: 0,19€ at -90%",-87%,"3,30€",80.41%,Sep 2020,—,
,https://steamdb.info/static/img/applogo.svg,"The Unfinished Swan
all-time low: 3,74€ at -70%",-70%,"4,19€",80.30%,Sep 2020,,
,https://steamdb.info/static/img/applogo.svg,"Arma 2
Week Long Deal",-80%,"1,99€",80.13%,—,,
,https://steamdb.info/static/img/applogo.svg,"Death in the Water 2
Week Long Deal
all-time low: 6,82€ at -65%",-60%,"7,80€",80.09%,Jan 2023,,
,https://steamdb.info/static/img/applogo.svg,CrossCells,-70%,"0,89€",80.08%,May 2017,,
,https://steamdb.info/static/img/applogo.svg,"Steep™
all-time low: 2,99€ at -90%",-85%,"4,49€",80.07%,Dec 2016,,
,https://steamdb.info/static/img/applogo.svg,Far Cry®,-75%,"2,49€",80.07%,Mar 2004,,
,https://steamdb.info/static/img/applogo.svg,"Manual Samuel - Anniversary Edition
all-time low: 0,99€ at -90%",-68%,"9,55€",80.05%,Oct 2016,—,
,https://steamdb.info/static/img/applogo.svg,"Barro F
all-time low: 0,19€ at -90%",-90%,"0,49€",80.02%,Feb 2020,,
,https://steamdb.info/static/img/applogo.svg,"Microcosmum: survival of cells
Week Long Deal
2-year low: 3,16€",-50%,"3,89€",80.02%,Jul 2018,,
,https://steamdb.info/static/img/applogo.svg,"Breath of Death VII
Week Long Deal
all-time low: 0,29€ at -85%",-65%,"1,04€",80.00%,Jul 2011,,
,https://steamdb.info/static/img/applogo.svg,"Warstone TD
all-time low: 2,24€ at -85%",-80%,"2,99€",79.96%,May 2018,,
,https://steamdb.info/static/img/applogo.svg,"Hentai Bad Girls
all-time low: 0,30€ at -81%",-51%,"0,49€",79.96%,Jul 2019,,
,https://steamdb.info/static/img/applogo.svg,"Sundered®: Eldritch Edition
Week Long Deal
all-time low: 3,99€ at -80%",-75%,"4,87€",79.91%,Jul 2017,,
,https://steamdb.info/static/img/applogo.svg,"Don't Disturb
all-time low: 0,34€ at -90%",-75%,"0,99€",79.90%,Aug 2016,,
,https://steamdb.info/static/img/applogo.svg,Far Cry® 5,-85%,"8,99€",79.86%,Mar 2018,,
,https://steamdb.info/static/img/applogo.svg,"BioShock™ Remastered
all-time low: 3,99€ at -80%",-75%,"4,99€",79.85%,Sep 2016,,
,https://steamdb.info/static/img/applogo.svg,Marvel's Midnight Suns,-75%,"14,99€",79.83%,Dec 2022,,
,https://steamdb.info/static/img/applogo.svg,"Production Line : Car factory simulation
Week Long Deal
all-time low: 4,90€ at -80%",-66%,"8,33€",79.72%,Mar 2019,,
,https://steamdb.info/static/img/applogo.svg,"The Way
Week Long Deal",-90%,"1,49€",79.71%,May 2016,,
,https://steamdb.info/static/img/applogo.svg,Hakoniwa Explorer Plus,-50%,"4,99€",79.71%,Jun 2018,,
,https://steamdb.info/static/img/applogo.svg,Scribblenauts Unmasked: A DC Comics Adventure,-75%,"4,99€",79.64%,Sep 2013,,
,https://steamdb.info/static/img/applogo.svg,"Phoenix Force
all-time low: 0,22€ at -72%",-51%,"0,49€",79.57%,Nov 2014,,
,https://steamdb.info/static/img/applogo.svg,"CPU Invaders
all-time low: 0,28€ at -72%",-90%,"0,49€",79.46%,Feb 2017,,
,https://steamdb.info/static/img/applogo.svg,"FootLOL: Epic Soccer League
Week Long Deal
2-year low: 0,99€",-80%,"1,99€",79.43%,Aug 2013,,
,https://steamdb.info/static/img/applogo.svg,"Blackout Z: Slaughterhouse Edition
all-time low: 0,--€ at -100%",-51%,"0,49€",79.42%,Oct 2017,,
,https://steamdb.info/static/img/applogo.svg,"Heal
all-time low: 0,96€ at -83%",-83%,"1,17€",79.37%,Apr 2020,,
,https://steamdb.info/static/img/applogo.svg,"State of Anarchy: Master of Mayhem
all-time low: 0,39€ at -80%",-60%,"0,79€",79.28%,Mar 2017,,
,https://steamdb.info/static/img/applogo.svg,"Lucius
Week Long Deal
all-time low: 0,94€ at -95%",-85%,"3,67€",79.24%,Oct 2012,,
,https://steamdb.info/static/img/applogo.svg,"Raji: An Ancient Epic
Week Long Deal",-75%,"6,12€",79.24%,Oct 2020,,
,https://steamdb.info/static/img/applogo.svg,"Time Warpers
2-year low: 5,70€",-50%,"8,39€",79.24%,Jan 2020,,
,https://steamdb.info/static/img/applogo.svg,"Winter Novel
Week Long Deal
all-time low: 0,39€ at -80%",-69%,"1,54€",79.23%,Aug 2016,,
,https://steamdb.info/static/img/applogo.svg,"The Talos Principle VR
2-year low: 5,79€",-70%,"8,69€",79.22%,Oct 2017,,
,https://steamdb.info/static/img/applogo.svg,"Hentai Police
all-time low: 0,22€ at -72%",-51%,"0,98€",79.13%,Jan 2020,—,
,https://steamdb.info/static/img/applogo.svg,"Sex with Stalin
all-time low: 0,32€ at -90%",-80%,"0,79€",79.12%,Oct 2020,,
,https://steamdb.info/static/img/applogo.svg,"Hentai Furry 2
all-time low: 0,30€ at -81%",-51%,"0,49€",79.06%,Nov 2020,,
,https://steamdb.info/static/img/applogo.svg,"Warlords Battlecry III
all-time low: 5,99€ at -40%",-51%,"9,72€",79.06%,May 2004,—,
,https://steamdb.info/static/img/applogo.svg,"LEGO® The Hobbit™
2-year low: 3,99€",-75%,"4,99€",78.86%,Apr 2014,,
,https://steamdb.info/static/img/applogo.svg,"White Day: A Labyrinth Named School
all-time low: 2,79€ at -90%",-75%,"7,49€",78.80%,Aug 2017,,
,https://steamdb.info/static/img/applogo.svg,"Praey for the Gods
Week Long Deal
all-time low: 9,85€ at -66%",-60%,"11,59€",78.80%,Dec 2021,,
,https://steamdb.info/static/img/applogo.svg,"Left in the Dark: No One on Board
all-time low: 0,99€ at -90%",-70%,"4,43€",78.75%,Aug 2013,,
,https://steamdb.info/static/img/applogo.svg,"STASIS
all-time low: 1,79€ at -80%",-50%,"3,89€",78.72%,Aug 2015,,
,https://steamdb.info/static/img/applogo.svg,"We Were Here Too
current 2-year low",-80%,"1,99€",78.69%,Feb 2018,,
,https://steamdb.info/static/img/applogo.svg,Blue Fire,-75%,"4,19€",78.68%,Feb 2021,,
,https://steamdb.info/static/img/applogo.svg,"Jerez's Arena
Week Long Deal
all-time low: 7,55€ at -55%",-60%,"7,80€",78.61%,Jul 2020,,
,https://steamdb.info/static/img/applogo.svg,Warhammer: End Times - Vermintide,-95%,"2,19€",78.58%,Oct 2015,,
,https://steamdb.info/static/img/applogo.svg,"GoNNER
all-time low: 0,99€ at -90%",-85%,"1,49€",78.56%,Oct 2016,,
,https://steamdb.info/static/img/applogo.svg,Song of Farca,-75%,"4,87€",78.47%,Jul 2021,,
,https://steamdb.info/static/img/applogo.svg,"Marble Age
current 2-year low",-75%,"1,47€",78.45%,Mar 2015,,
,https://steamdb.info/static/img/applogo.svg,"Back to Bed
all-time low: 0,54€ at -90%",-80%,"1,09€",78.44%,Aug 2014,,
,https://steamdb.info/static/img/applogo.svg,"Hentai Waifu
all-time low: 0,22€ at -72%",-51%,"0,49€",78.40%,Mar 2019,,
,https://steamdb.info/static/img/applogo.svg,"This Strange Realm Of Mine
Week Long Deal
all-time low: 0,81€ at -90%",-90%,"0,97€",78.36%,Jul 2017,,
,https://steamdb.info/static/img/applogo.svg,"MXGP 2021 - The Official Motocross Videogame
Week Long Deal",-90%,"4,99€",78.32%,Nov 2021,,
,https://steamdb.info/static/img/applogo.svg,"Fahrenheit: Indigo Prophecy Remastered
Week Long Deal
all-time low: 1,79€ at -80%",-75%,"2,49€",78.21%,Jan 2015,,
,https://steamdb.info/static/img/applogo.svg,"Bus Driver
all-time low: 0,79€ at -90%",-80%,"0,99€",78.20%,Mar 2007,,
,https://steamdb.info/static/img/applogo.svg,"Force of Nature 2: Ghost Keeper
all-time low: 7,30€ at -45%",-50%,"7,89€",78.14%,May 2021,,
,https://steamdb.info/static/img/applogo.svg,"The Red Lantern
Week Long Deal",-80%,"4,19€",78.13%,Dec 2021,,
,https://steamdb.info/static/img/applogo.svg,"Revenge of the Titans
Week Long Deal
2-year low: 5,20€",-50%,"8,39€",78.13%,Mar 2011,,
,https://steamdb.info/static/img/applogo.svg,Empyrion - Galactic Survival,-60%,"7,99€",78.10%,Aug 2020,,
,https://steamdb.info/static/img/applogo.svg,"AppGameKit Classic: Easy Game Development
Week Long Deal
2-year low: 10,49€",-60%,"16,79€",78.09%,Nov 2014,,
,https://steamdb.info/static/img/applogo.svg,Red Faction Guerrilla Re-Mars-tered,-80%,"3,99€",78.08%,Jul 2018,,
,https://steamdb.info/static/img/applogo.svg,SEX with HITLER,-75%,"1,42€",78.08%,Jan 2022,,
,https://steamdb.info/static/img/applogo.svg,"Panzer Knights
Week Long Deal
2-year low: 9,89€",-60%,"9,99€",78.02%,May 2021,,
,https://steamdb.info/static/img/applogo.svg,"Mr.President!
Week Long Deal
all-time low: 0,81€ at -90%",-50%,"4,09€",78.00%,Oct 2016,,
,https://steamdb.info/static/img/applogo.svg,"ConflictCraft
all-time low: 0,27€ at -73%",-51%,"0,49€",77.98%,Dec 2016,,
,https://steamdb.info/static/img/applogo.svg,"Flower
all-time low: 1,42€ at -75%",-73%,"1,75€",77.97%,Feb 2019,,
,https://steamdb.info/static/img/applogo.svg,"Yihongyuan
Week Long Deal",-50%,"3,44€",77.97%,Mar 2023,,
,https://steamdb.info/static/img/applogo.svg,"Infliction
Week Long Deal
all-time low: 3,59€ at -80%",-66%,"6,11€",77.96%,Oct 2018,,
,https://steamdb.info/static/img/applogo.svg,PropHunter,-75%,"0,82€",77.91%,Aug 2021,,
,https://steamdb.info/static/img/applogo.svg,"Call of Juarez
new historical low",-90%,"0,99€",77.86%,Jun 2007,,
,https://steamdb.info/static/img/applogo.svg,"Arizona Sunshine®
all-time low: 5,99€ at -80%",-75%,"7,49€",77.57%,Dec 2016,,
,https://steamdb.info/static/img/applogo.svg,"Dying Light 2 Stay Human: Reloaded Edition
all-time low: 27,88€ at -60%",-66%,"31,59€",77.57%,Feb 2022,—,
,https://steamdb.info/static/img/applogo.svg,"Feather
Week Long Deal
all-time low: 1,63€ at -80%",-80%,"1,95€",77.52%,Apr 2019,,
,https://steamdb.info/static/img/applogo.svg,"ARMA: Cold War Assault
Week Long Deal
2-year low: 0,79€",-80%,"0,99€",77.45%,Aug 2011,,
,https://steamdb.info/static/img/applogo.svg,Dust to the End,-60%,"3,99€",77.40%,Aug 2021,,
,https://steamdb.info/static/img/applogo.svg,"Scania Truck Driving Simulator
current 2-year low",-80%,"1,99€",77.38%,Jun 2012,,
,https://steamdb.info/static/img/applogo.svg,"BlazBlue: Cross Tag Battle
all-time low: 8,04€ at -77%",-75%,"8,74€",77.37%,Nov 2019,,
,https://steamdb.info/static/img/applogo.svg,Mitsurugi Kamui Hikae,-80%,"1,99€",77.34%,Mar 2014,,
,https://steamdb.info/static/img/applogo.svg,They Always Run,-65%,"3,41€",77.32%,Oct 2021,,
,https://steamdb.info/static/img/applogo.svg,"Survivalist
2-year low: 0,99€",-60%,"1,99€",77.32%,Jan 2015,,
,https://steamdb.info/static/img/applogo.svg,"Obduction
all-time low: 5,99€ at -80%",-70%,"8,69€",77.31%,Aug 2016,,
,https://steamdb.info/static/img/applogo.svg,War Dust VR: 32v32 Battlefields,-60%,"8,39€",77.29%,May 2020,,
,https://steamdb.info/static/img/applogo.svg,"Dead Effect 2 VR
Week Long Deal",-75%,"5,74€",77.27%,Oct 2017,,
,https://steamdb.info/static/img/applogo.svg,"DEPLOYMENT
all-time low: 0,11€ at -99%",-93%,"0,69€",77.23%,Apr 2018,,
,https://steamdb.info/static/img/applogo.svg,Iwaihime,-80%,"4,99€",77.16%,Oct 2020,,
,https://steamdb.info/static/img/applogo.svg,"Enclave
Week Long Deal
2-year low: 1,99€",-50%,"4,87€",77.14%,Mar 2003,,
,https://steamdb.info/static/img/applogo.svg,"Arcanium: Rise of Akhan
Week Long Deal
all-time low: 4,87€ at -75%",-50%,"9,75€",77.13%,Dec 2020,,
,https://steamdb.info/static/img/applogo.svg,"Warhammer 40,000: Armageddon
all-time low: 3,89€ at -90%",-70%,"11,69€",77.12%,Nov 2014,,
,https://steamdb.info/static/img/applogo.svg,"Distant Space
all-time low: 0,22€ at -72%",-51%,"0,49€",77.07%,Dec 2016,,
,https://steamdb.info/static/img/applogo.svg,Ancestors Legacy,-90%,"3,49€",77.06%,May 2018,,
,https://steamdb.info/static/img/applogo.svg,"Weapon Shop Fantasy
2-year low: 2,45€",-50%,"4,09€",77.05%,Feb 2017,,
,https://steamdb.info/static/img/applogo.svg,"La-Mulana
current 2-year low",-75%,"3,74€",77.03%,Apr 2013,,
,https://steamdb.info/static/img/applogo.svg,"Hentai Furry
all-time low: 0,30€ at -81%",-51%,"0,49€",77.03%,Mar 2020,,
,https://steamdb.info/static/img/applogo.svg,"Escape the Ayuwoki
2-year low: 2,45€",-52%,"9,39€",76.95%,Nov 2019,—,
,https://steamdb.info/static/img/applogo.svg,"Assassin's Creed® Unity
all-time low: 4,49€ at -85%",-75%,"7,49€",76.88%,Nov 2014,,
,https://steamdb.info/static/img/applogo.svg,"BalanCity
Week Long Deal
all-time low: 0,79€ at -90%",-88%,"0,95€",76.81%,Sep 2016,,
,https://steamdb.info/static/img/applogo.svg,"The Town of Light
Week Long Deal
current 2-year low",-80%,"3,79€",76.78%,Feb 2016,,
,https://steamdb.info/static/img/applogo.svg,Dandara: Trials of Fear Edition,-80%,"2,99€",76.76%,Feb 2018,,
,https://steamdb.info/static/img/applogo.svg,"The Game of Life 2
Week Long Deal",-60%,"4,99€",76.76%,Dec 2020,,
,https://steamdb.info/static/img/applogo.svg,LoveKami -Divinity Stage-,-80%,"2,59€",76.74%,Dec 2016,,
,https://steamdb.info/static/img/applogo.svg,Memories of a Vagabond,-90%,"0,49€",76.71%,Jul 2014,,
,https://steamdb.info/static/img/applogo.svg,"Realms of Magic
all-time low: 3,35€ at -80%",-70%,"5,03€",76.70%,Jul 2022,,
,https://steamdb.info/static/img/applogo.svg,Total War: WARHAMMER,-75%,"14,99€",76.69%,May 2016,,
,https://steamdb.info/static/img/applogo.svg,"Creativerse
current 2-year low",-50%,"11,49€",76.61%,May 2017,,
,https://steamdb.info/static/img/applogo.svg,"Bad Dream: Fever
Week Long Deal",-90%,"0,99€",76.57%,Nov 2018,,
,https://steamdb.info/static/img/applogo.svg,"Warhammer 40,000: Inquisitor - Prophecy
all-time low: 2,49€ at -90%",-80%,"4,99€",76.56%,Jul 2019,,
,https://steamdb.info/static/img/applogo.svg,"LEGIONCRAFT
current 2-year low",-50%,"5,79€",76.42%,Aug 2022,,
,https://steamdb.info/static/img/applogo.svg,"Gorky 17
Week Long Deal
2-year low: 1,49€",-50%,"4,87€",76.42%,Dec 1999,,
,https://steamdb.info/static/img/applogo.svg,"Barro
all-time low: 0,--€ at -100%",-81%,"1,13€",76.38%,Mar 2018,—,
,https://steamdb.info/static/img/applogo.svg,"Cally's Caves 3
Week Long Deal
current 2-year low",-80%,"1,39€",76.36%,Jan 2016,,
,https://steamdb.info/static/img/applogo.svg,Help Will Come Tomorrow,-85%,"2,99€",76.34%,Apr 2020,,
,https://steamdb.info/static/img/applogo.svg,"8-Bit Hordes
2-year low: 6,74€",-50%,"7,39€",76.34%,Aug 2016,,
,https://steamdb.info/static/img/applogo.svg,"Daily Wife
all-time low: 0,60€ at -92%",-70%,"1,49€",76.33%,Aug 2020,,
,https://steamdb.info/static/img/applogo.svg,"Warhammer 40,000: Chaos Gate - Daemonhunters",-70%,"13,49€",76.32%,May 2022,,
,https://steamdb.info/static/img/applogo.svg,"Peekaboo
2-year low: 0,67€",-80%,"0,79€",76.21%,Aug 2019,,
,https://steamdb.info/static/img/applogo.svg,Maid of Sker,-76%,"5,99€",76.18%,Jul 2020,,
,https://steamdb.info/static/img/applogo.svg,Deadside,-60%,"7,80€",76.15%,Apr 2020,,
,https://steamdb.info/static/img/applogo.svg,"Initial Drift Online
all-time low: 0,49€ at -90%",-80%,"0,99€",76.10%,Mar 2023,,
,https://steamdb.info/static/img/applogo.svg,Prince of Persia: The Two Thrones™,-80%,"1,99€",76.09%,Dec 2005,,
,https://steamdb.info/static/img/applogo.svg,Prince of Persia®,-80%,"1,99€",75.98%,Dec 2008,,
,https://steamdb.info/static/img/applogo.svg,"Anarchy: Wolf's law
new historical low",-80%,"2,99€",75.85%,Jun 2023,,
,https://steamdb.info/static/img/applogo.svg,"Youtubers Life
2-year low: 8,24€",-60%,"9,99€",75.81%,May 2016,,
,https://steamdb.info/static/img/applogo.svg,"Hero of the Kingdom III
Week Long Deal
current 2-year low",-85%,"1,46€",75.79%,Aug 2018,,
,https://steamdb.info/static/img/applogo.svg,"DeadPoly
new historical low",-75%,"2,49€",75.79%,Jan 2022,,
,https://steamdb.info/static/img/applogo.svg,Far Cry® 2,-75%,"2,49€",75.77%,Oct 2008,,
,https://steamdb.info/static/img/applogo.svg,"Jotun: Valhalla Edition
Week Long Deal
all-time low: 2,99€ at -80%",-75%,"3,69€",75.75%,Sep 2015,,
,https://steamdb.info/static/img/applogo.svg,"Hasbro's BATTLESHIP
Week Long Deal
all-time low: 1,23€ at -90%",-80%,"2,46€",75.71%,Aug 2018,,
,https://steamdb.info/static/img/applogo.svg,"Defend Your Life: TD
Week Long Deal
2-year low: 1,19€",-65%,"3,41€",75.64%,Apr 2015,,
,https://steamdb.info/static/img/applogo.svg,"SUCCUBUS
Week Long Deal",-75%,"6,24€",75.62%,Oct 2021,,
,https://steamdb.info/static/img/applogo.svg,Siege Survival: Gloria Victis,-84%,"3,99€",75.61%,May 2021,,
,https://steamdb.info/static/img/applogo.svg,"Симулятор Прыгания по Гаражам
all-time low: 0,27€ at -66%",-51%,"0,49€",75.61%,Dec 2022,,
,https://steamdb.info/static/img/applogo.svg,"Painkiller Hell & Damnation
all-time low: 1,99€ at -90%",-80%,"3,99€",75.57%,Oct 2012,,
,https://steamdb.info/static/img/applogo.svg,The Chant,-80%,"4,99€",75.55%,Nov 2022,,
,https://steamdb.info/static/img/applogo.svg,"Incubus
new historical low",-60%,"4,31€",75.55%,Jul 2023,,
,https://steamdb.info/static/img/applogo.svg,"NALOGI
all-time low: 0,39€ at -61%",-60%,"0,79€",75.49%,Mar 2018,,
,https://steamdb.info/static/img/applogo.svg,"Radiation Island
2-year low: 3,27€",-50%,"4,09€",75.42%,Nov 2016,,
,https://steamdb.info/static/img/applogo.svg,Balrum,-75%,"3,74€",75.41%,Mar 2016,,
